id_serie,name,kind,date
135,serie134,Crime,2002-08-03
136,serie135,Fantasy,2012-09-23
137,serie136,Historical,2005-09-23
138,serie137,Drama,1992-05-23
139,serie138,Comedy,2007-11-18
140,serie139,Horror,2016-03-11
141,serie140,Comedy,2000-09-03
142,serie141,Action,2004-08-20
143,serie142,Crime,2011-05-12
144,serie143,Action,2000-01-22
145,serie144,Adventure,1999-08-26
146,serie145,Action,2016-08-26
147,serie146,Action,2006-05-03
148,serie147,Horror,1994-06-02
149,serie148,Fantasy,2011-05-10
150,serie149,Comedy,1995-05-10
151,serie150,Action,1990-11-13
152,serie151,Comedy,2003-12-03
153,serie152,Horror,1995-06-14
154,serie153,Action,2014-03-31
155,serie154,Drama,2003-12-03
156,serie155,Historical,2011-12-10
157,serie156,Crime,2002-12-13
158,serie157,Adventure,2006-06-09
159,serie158,Historical,2002-11-27
160,serie159,Drama,1990-12-20
161,serie160,Historical,2013-12-20
162,serie161,Historical,2004-10-31
163,serie162,Drama,1992-07-21
164,serie163,Action,1997-03-15
165,serie164,Crime,2016-01-22
166,serie165,Fantasy,1998-07-25
167,serie166,Historical,2001-02-04
168,serie167,Adventure,2000-02-09
169,serie168,Fantasy,1993-04-29
170,serie169,Adventure,2008-12-24
171,serie170,Historical,2014-04-08
172,serie171,Horror,1997-04-01
173,serie172,Fantasy,2002-08-10
174,serie173,Crime,1991-01-08
175,serie174,Fantasy,1999-03-07
176,serie175,Horror,2010-07-11
177,serie176,Horror,1995-09-25
178,serie177,Horror,2015-08-21
179,serie178,Historical,1991-05-21
180,serie179,Drama,1992-01-11
181,serie180,Action,2011-05-04
182,serie181,Historical,2003-04-29
183,serie182,Crime,2005-01-06
184,serie183,Fantasy,1992-01-09
185,serie184,Historical,1992-06-05
186,serie185,Adventure,2011-02-15
187,serie186,Fantasy,1998-05-08
188,serie187,Crime,2002-04-10
189,serie188,Horror,1996-08-07
190,serie189,Historical,2017-01-17
191,serie190,Drama,2009-04-20
192,serie191,Drama,2013-09-23
193,serie192,Crime,2011-07-18
194,serie193,Horror,2012-06-22
195,serie194,Crime,2007-04-25
196,serie195,Action,2006-04-20
197,serie196,Action,2003-05-26
198,serie197,Historical,2002-06-03
199,serie198,Horror,2006-07-12
200,serie199,Historical,2014-12-24
201,serie200,Horror,2009-07-20
202,serie201,Horror,1997-10-02
203,serie202,Drama,2008-12-29
204,serie203,Adventure,1996-12-24
205,serie204,Fantasy,2013-05-30
206,serie205,Horror,2009-12-08
207,serie206,Drama,2011-12-28
208,serie207,Horror,2007-04-11
209,serie208,Horror,2016-02-01
210,serie209,Adventure,1990-12-03
211,serie210,Crime,1991-03-27
212,serie211,Action,2016-06-18
213,serie212,Adventure,2012-05-12
214,serie213,Fantasy,1994-11-19
215,serie214,Comedy,2002-09-01
216,serie215,Horror,2000-10-13
217,serie216,Action,2015-06-11
218,serie217,Drama,1999-05-18
219,serie218,Drama,2007-04-01
220,serie219,Action,1995-01-19
221,serie220,Action,2003-07-18
222,serie221,Horror,1994-01-22
223,serie222,Comedy,1999-03-11
224,serie223,Adventure,2012-05-26
225,serie224,Drama,2013-02-28
226,serie225,Horror,1990-03-27
227,serie226,Historical,2002-04-24
228,serie227,Drama,2013-07-26
229,serie228,Historical,1998-09-26
230,serie229,Crime,1998-11-16
231,serie230,Fantasy,2006-07-04
232,serie231,Action,2004-04-13
233,serie232,Adventure,2003-11-25
234,serie233,Fantasy,2014-05-09
235,serie234,Action,1996-08-10
236,serie235,Fantasy,2002-05-06
237,serie236,Horror,1999-12-24
238,serie237,Horror,2017-01-07
239,serie238,Drama,2012-09-04
240,serie239,Crime,2002-04-30
241,serie240,Crime,2003-07-21
242,serie241,Crime,2008-04-03
243,serie242,Historical,1997-09-07
244,serie243,Fantasy,2006-09-26
245,serie244,Crime,2003-02-19
246,serie245,Adventure,2000-12-02
247,serie246,Action,2013-05-06
248,serie247,Horror,2006-12-26
249,serie248,Comedy,1996-07-15
250,serie249,Comedy,2014-07-04
251,serie250,Historical,2014-06-17
252,serie251,Adventure,2006-02-03
253,serie252,Comedy,2001-10-11
254,serie253,Historical,2007-02-14
255,serie254,Comedy,2001-08-19
256,serie255,Crime,1995-07-14
257,serie256,Fantasy,2010-07-25
258,serie257,Fantasy,2016-08-31
259,serie258,Action,1991-11-12
260,serie259,Fantasy,1998-12-08
261,serie260,Comedy,2015-01-17
262,serie261,Crime,2014-10-28
263,serie262,Action,2006-09-29
264,serie263,Drama,1998-05-07
265,serie264,Drama,1993-10-04
266,serie265,Adventure,2001-03-01
267,serie266,Horror,1993-10-31
268,serie267,Fantasy,1992-08-20
269,serie268,Drama,2015-06-10
270,serie269,Comedy,1998-10-09
271,serie270,Fantasy,1997-07-12
272,serie271,Adventure,1994-04-18
273,serie272,Fantasy,2017-01-18
274,serie273,Adventure,2012-12-23
275,serie274,Historical,2006-04-28
276,serie275,Adventure,2000-02-11
277,serie276,Horror,2002-06-12
278,serie277,Historical,1994-09-27
279,serie278,Drama,2008-06-01
280,serie279,Action,2012-05-07
281,serie280,Drama,1997-01-16
282,serie281,Crime,2002-03-08
283,serie282,Adventure,1992-02-22
284,serie283,Drama,2005-04-09
285,serie284,Horror,1993-03-04
286,serie285,Historical,1994-06-26
287,serie286,Drama,2015-11-06
288,serie287,Fantasy,2010-05-04
289,serie288,Crime,1997-05-10
290,serie289,Comedy,2010-06-16
291,serie290,Action,2004-07-07
292,serie291,Action,2008-09-18
293,serie292,Horror,2011-03-02
294,serie293,Historical,1991-11-24
295,serie294,Horror,2013-11-06
296,serie295,Crime,1997-04-17
297,serie296,Drama,1992-03-05
298,serie297,Historical,1991-10-22
299,serie298,Drama,2000-01-10
300,serie299,Historical,2008-09-30
301,serie300,Drama,2006-08-27
302,serie301,Adventure,2009-07-09
303,serie302,Fantasy,2005-10-17
304,serie303,Crime,2009-12-26
305,serie304,Action,2010-10-25
306,serie305,Fantasy,2007-12-24
307,serie306,Fantasy,1990-08-17
308,serie307,Drama,1998-08-04
309,serie308,Adventure,2000-02-22
310,serie309,Fantasy,2008-05-28
311,serie310,Historical,1995-06-07
312,serie311,Comedy,2007-08-26
313,serie312,Horror,1991-07-11
314,serie313,Adventure,2013-10-24
315,serie314,Horror,2013-02-23
316,serie315,Historical,2008-04-21
317,serie316,Fantasy,2007-06-21
318,serie317,Comedy,2001-07-03
319,serie318,Crime,2016-03-01
320,serie319,Crime,2013-04-24
321,serie320,Historical,2014-08-14
322,serie321,Comedy,2015-06-26
323,serie322,Fantasy,2011-10-21
324,serie323,Adventure,2015-03-19
325,serie324,Adventure,1996-03-21
326,serie325,Comedy,2008-04-23
327,serie326,Comedy,2000-07-10
328,serie327,Adventure,2009-07-04
329,serie328,Action,2005-02-27
330,serie329,Action,2001-01-10
331,serie330,Historical,2011-02-15
332,serie331,Action,2012-07-06
333,serie332,Action,2006-05-08
334,serie333,Horror,2010-05-10
335,serie334,Horror,1996-03-21
336,serie335,Drama,2008-06-02
337,serie336,Action,1997-03-22
338,serie337,Adventure,1991-05-05
339,serie338,Comedy,1991-01-16
340,serie339,Adventure,1991-04-11
341,serie340,Action,2014-10-23
342,serie341,Fantasy,2002-09-18
343,serie342,Fantasy,2015-08-03
344,serie343,Drama,2008-11-13
345,serie344,Comedy,2008-11-12
346,serie345,Adventure,2006-08-29
347,serie346,Fantasy,1990-01-28
348,serie347,Horror,2012-10-16
349,serie348,Horror,2015-04-10
350,serie349,Adventure,1996-08-28
351,serie350,Crime,1993-03-17
352,serie351,Historical,1998-03-12
353,serie352,Action,2009-07-06
354,serie353,Drama,1996-04-21
355,serie354,Fantasy,1993-01-30
356,serie355,Drama,1993-05-31
357,serie356,Action,2010-09-09
358,serie357,Fantasy,2010-10-30
359,serie358,Crime,1994-06-08
360,serie359,Horror,2000-05-02
361,serie360,Action,1998-05-19
362,serie361,Drama,1992-09-12
363,serie362,Historical,1992-08-16
364,serie363,Historical,1997-06-16
365,serie364,Crime,1993-11-27
366,serie365,Crime,2006-08-21
367,serie366,Comedy,1993-12-23
368,serie367,Action,2002-02-04
369,serie368,Fantasy,1996-10-23
370,serie369,Comedy,2010-04-28
371,serie370,Drama,2002-11-19
372,serie371,Action,1997-01-20
373,serie372,Adventure,2014-09-13
374,serie373,Comedy,1992-11-26
375,serie374,Drama,1991-01-15
376,serie375,Horror,2003-01-19
377,serie376,Crime,2013-02-14
378,serie377,Horror,1997-02-16
379,serie378,Fantasy,2008-02-16
380,serie379,Adventure,1992-03-16
381,serie380,Historical,2000-08-12
382,serie381,Adventure,2011-07-18
383,serie382,Action,2002-10-08
384,serie383,Comedy,1993-03-14
385,serie384,Historical,1992-01-10
386,serie385,Horror,1998-02-03
387,serie386,Drama,1993-12-30
388,serie387,Fantasy,2008-10-13
389,serie388,Crime,2001-03-23
390,serie389,Horror,1998-03-05
391,serie390,Drama,1992-10-17
392,serie391,Historical,2003-07-29
393,serie392,Crime,1994-11-28
394,serie393,Fantasy,2004-08-12
395,serie394,Fantasy,2002-12-20
396,serie395,Adventure,2013-02-25
397,serie396,Crime,2004-08-04
398,serie397,Drama,2008-01-19
399,serie398,Drama,2006-12-05
400,serie399,Drama,1995-09-10
401,serie400,Comedy,2003-07-30
402,serie401,Crime,1992-06-23
403,serie402,Fantasy,2003-04-29
404,serie403,Horror,1999-01-04
405,serie404,Fantasy,2011-06-28
406,serie405,Historical,2012-02-02
407,serie406,Horror,2008-06-16
408,serie407,Historical,2008-12-09
409,serie408,Historical,1993-01-04
410,serie409,Fantasy,2001-01-01
411,serie410,Drama,1995-05-29
412,serie411,Comedy,2010-09-24
413,serie412,Historical,1992-10-07
414,serie413,Horror,2009-06-04
415,serie414,Adventure,2016-03-11
416,serie415,Historical,1993-08-17
417,serie416,Comedy,2011-06-07
418,serie417,Comedy,1996-10-03
419,serie418,Horror,2000-08-15
420,serie419,Horror,1992-08-15
421,serie420,Comedy,2005-04-27
422,serie421,Drama,1996-10-23
423,serie422,Adventure,2007-06-22
424,serie423,Adventure,1997-07-20
425,serie424,Historical,1990-06-20
426,serie425,Historical,1996-08-14
427,serie426,Fantasy,1991-09-24
428,serie427,Historical,2014-06-26
429,serie428,Historical,2003-09-22
430,serie429,Action,1992-03-16
431,serie430,Comedy,2010-09-09
432,serie431,Crime,2013-12-11
433,serie432,Adventure,1998-12-07
434,serie433,Crime,1990-10-21
435,serie434,Historical,1990-06-30
436,serie435,Crime,2002-02-05
437,serie436,Adventure,2007-08-24
438,serie437,Drama,2011-03-30
439,serie438,Horror,2012-12-21
440,serie439,Horror,2014-06-11
441,serie440,Action,1996-10-17
442,serie441,Comedy,2005-01-15
443,serie442,Fantasy,2001-10-02
444,serie443,Fantasy,1994-03-25
445,serie444,Historical,2013-07-19
446,serie445,Fantasy,1997-07-03
447,serie446,Drama,2013-03-02
448,serie447,Action,2000-09-16
449,serie448,Fantasy,1993-09-04
450,serie449,Action,2010-07-21
451,serie450,Action,1996-01-19
452,serie451,Fantasy,1990-10-19
453,serie452,Adventure,1993-01-13
454,serie453,Adventure,1993-07-24
455,serie454,Action,1994-10-31
456,serie455,Crime,2007-05-06
457,serie456,Adventure,2014-04-08
458,serie457,Fantasy,2007-10-11
459,serie458,Action,2001-09-15
460,serie459,Action,2001-10-27
461,serie460,Action,2009-03-19
462,serie461,Crime,2017-01-26
463,serie462,Action,2002-05-21
464,serie463,Historical,2010-01-19
465,serie464,Crime,1992-09-27
466,serie465,Historical,2014-01-07
467,serie466,Historical,2014-09-01
468,serie467,Crime,1998-12-12
469,serie468,Horror,1990-11-28
470,serie469,Drama,2015-10-25
471,serie470,Crime,2017-01-20
472,serie471,Action,1999-03-09
473,serie472,Historical,1999-09-07
474,serie473,Horror,2012-02-19
475,serie474,Adventure,2005-09-07
476,serie475,Crime,2010-06-27
477,serie476,Horror,2015-11-06
478,serie477,Fantasy,2015-01-12
479,serie478,Fantasy,1999-09-26
480,serie479,Fantasy,2015-08-02
481,serie480,Horror,1996-02-22
482,serie481,Crime,2003-02-07
483,serie482,Comedy,1995-11-30
484,serie483,Adventure,2002-08-22
485,serie484,Action,2015-01-11
486,serie485,Comedy,1992-08-24
487,serie486,Crime,2005-01-15
488,serie487,Crime,2004-02-21
489,serie488,Historical,2006-10-03
490,serie489,Fantasy,2012-10-18
491,serie490,Action,1992-06-11
492,serie491,Historical,1995-06-20
493,serie492,Crime,1991-11-15
494,serie493,Comedy,1992-11-16
495,serie494,Drama,2008-12-23
496,serie495,Comedy,2003-08-07
497,serie496,Action,2009-10-12
498,serie497,Fantasy,2012-12-30
499,serie498,Historical,1994-09-05
500,serie499,Fantasy,1995-07-07
501,serie500,Action,2005-02-10
502,serie501,Drama,2009-11-16
503,serie502,Adventure,1995-07-09
504,serie503,Crime,2008-05-14
505,serie504,Adventure,1999-03-10
506,serie505,Adventure,1995-08-22
507,serie506,Action,1991-04-12
508,serie507,Action,2005-09-24
509,serie508,Horror,1991-09-10
510,serie509,Comedy,2001-02-12
511,serie510,Historical,2016-01-21
512,serie511,Historical,1998-03-25
513,serie512,Historical,2004-07-21
514,serie513,Comedy,2016-04-25
515,serie514,Drama,2012-07-07
516,serie515,Fantasy,1992-04-12
517,serie516,Historical,2004-08-14
518,serie517,Fantasy,1991-08-29
519,serie518,Fantasy,2003-01-02
520,serie519,Historical,2008-10-28
521,serie520,Horror,1995-04-12
522,serie521,Comedy,1993-07-16
523,serie522,Historical,2010-02-02
524,serie523,Comedy,1990-06-24
525,serie524,Horror,2004-09-22
526,serie525,Horror,2013-08-30
527,serie526,Comedy,2015-09-04
528,serie527,Historical,2000-10-26
529,serie528,Adventure,2010-06-16
530,serie529,Comedy,1992-03-19
531,serie530,Horror,2008-12-26
532,serie531,Fantasy,1990-09-16
533,serie532,Horror,2008-02-03
534,serie533,Adventure,2008-08-10
535,serie534,Crime,2007-02-17
536,serie535,Historical,1993-01-26
537,serie536,Drama,1994-07-26
538,serie537,Historical,2010-03-11
539,serie538,Comedy,2013-08-22
540,serie539,Fantasy,2002-08-02
541,serie540,Historical,2008-07-15
542,serie541,Drama,2004-02-23
543,serie542,Fantasy,1995-07-06
544,serie543,Horror,1990-03-27
545,serie544,Comedy,2000-09-18
546,serie545,Historical,2011-10-22
547,serie546,Crime,2001-08-03
548,serie547,Historical,2003-01-15
549,serie548,Action,2013-02-11
550,serie549,Adventure,1997-01-06
551,serie550,Comedy,1993-01-01
552,serie551,Horror,2006-02-08
553,serie552,Drama,1993-04-27
554,serie553,Crime,2003-07-03
555,serie554,Horror,1996-06-23
556,serie555,Action,2006-08-12
557,serie556,Horror,1998-01-15
558,serie557,Action,1990-09-22
559,serie558,Adventure,1991-10-27
560,serie559,Historical,1990-06-30
561,serie560,Drama,2006-06-19
562,serie561,Adventure,2004-11-24
563,serie562,Fantasy,1991-11-01
564,serie563,Drama,1990-03-29
565,serie564,Drama,2002-03-04
566,serie565,Crime,2016-02-05
567,serie566,Historical,2008-12-13
568,serie567,Fantasy,1995-08-18
569,serie568,Horror,2013-06-24
570,serie569,Action,2006-04-27
571,serie570,Historical,2012-08-02
572,serie571,Horror,1994-07-28
573,serie572,Horror,2000-06-25
574,serie573,Comedy,2013-02-22
575,serie574,Comedy,1997-11-18
576,serie575,Horror,1994-05-24
577,serie576,Fantasy,2009-09-10
578,serie577,Fantasy,2011-09-14
579,serie578,Drama,2004-12-23
580,serie579,Drama,1990-04-24
581,serie580,Fantasy,1991-05-22
582,serie581,Fantasy,1991-11-24
583,serie582,Drama,1991-07-05
584,serie583,Crime,2001-08-15
585,serie584,Fantasy,1991-02-16
586,serie585,Adventure,1995-09-08
587,serie586,Adventure,2007-11-23
588,serie587,Action,2012-05-05
589,serie588,Horror,2005-09-24
590,serie589,Action,1997-04-14
591,serie590,Fantasy,2002-10-12
592,serie591,Action,1996-06-05
593,serie592,Comedy,1991-03-17
594,serie593,Action,2006-12-10
595,serie594,Comedy,2011-01-07
596,serie595,Fantasy,1999-01-13
597,serie596,Action,1999-12-26
598,serie597,Horror,2006-01-08
599,serie598,Drama,1993-12-17
600,serie599,Action,2011-02-25
601,serie600,Historical,2002-11-17
602,serie601,Horror,1998-03-06
603,serie602,Adventure,1990-09-16
604,serie603,Crime,2003-09-18
605,serie604,Adventure,1995-11-22
606,serie605,Crime,2003-08-24
607,serie606,Horror,1996-09-25
608,serie607,Horror,2008-12-21
609,serie608,Comedy,2007-08-24
610,serie609,Adventure,1995-06-26
611,serie610,Action,1997-09-11
612,serie611,Crime,2008-02-12
613,serie612,Crime,2014-02-19
614,serie613,Historical,2005-06-26
615,serie614,Drama,2007-08-04
616,serie615,Drama,1994-05-11
617,serie616,Fantasy,1997-05-23
618,serie617,Drama,1990-12-21
619,serie618,Drama,1992-05-02
620,serie619,Comedy,2005-08-07
621,serie620,Fantasy,2005-12-13
622,serie621,Crime,1992-08-25
623,serie622,Crime,2009-10-15
624,serie623,Crime,2007-11-10
625,serie624,Crime,2016-05-02
626,serie625,Horror,1991-11-16
627,serie626,Horror,1996-03-02
628,serie627,Drama,1994-06-24
629,serie628,Adventure,2007-10-25
630,serie629,Adventure,2014-07-24
631,serie630,Crime,2016-05-16
632,serie631,Drama,1999-11-11
633,serie632,Adventure,2006-09-24
634,serie633,Crime,1997-01-13
635,serie634,Historical,1997-09-24
636,serie635,Adventure,2015-12-05
637,serie636,Drama,2013-03-07
638,serie637,Fantasy,1991-12-13
639,serie638,Historical,2016-12-19
640,serie639,Historical,2016-06-09
641,serie640,Fantasy,1998-04-27
642,serie641,Crime,2000-12-26
643,serie642,Fantasy,2008-07-17
644,serie643,Comedy,2002-07-04
645,serie644,Adventure,2011-12-27
646,serie645,Crime,1996-05-29
647,serie646,Horror,2007-03-17
648,serie647,Fantasy,2009-04-01
649,serie648,Drama,2008-03-31
650,serie649,Historical,1999-12-30
651,serie650,Comedy,2012-10-16
652,serie651,Crime,2001-03-27
653,serie652,Horror,2005-11-22
654,serie653,Horror,2001-01-25
655,serie654,Comedy,2013-10-16
656,serie655,Historical,2012-09-09
657,serie656,Fantasy,2007-10-03
658,serie657,Action,1997-06-01
659,serie658,Crime,2015-10-22
660,serie659,Crime,2013-10-08
661,serie660,Action,2015-02-07
662,serie661,Horror,2014-05-04
663,serie662,Horror,2011-02-28
664,serie663,Horror,2003-12-07
665,serie664,Drama,2010-03-31
666,serie665,Historical,2001-09-09
667,serie666,Historical,2004-03-27
668,serie667,Horror,2000-09-04
669,serie668,Action,1994-11-20
670,serie669,Historical,2013-09-15
671,serie670,Historical,2008-10-04
672,serie671,Crime,2004-12-29
673,serie672,Horror,2000-05-25
674,serie673,Drama,2014-04-01
675,serie674,Adventure,1992-06-04
676,serie675,Action,1996-10-26
677,serie676,Fantasy,2007-02-13
678,serie677,Action,2005-03-09
679,serie678,Crime,2016-05-12
680,serie679,Drama,1994-02-21
681,serie680,Action,1997-07-12
682,serie681,Adventure,2006-04-17
683,serie682,Crime,2001-05-15
684,serie683,Comedy,1991-03-14
685,serie684,Horror,2007-04-27
686,serie685,Adventure,2010-10-25
687,serie686,Adventure,2003-12-17
688,serie687,Historical,1991-11-01
689,serie688,Fantasy,1998-02-05
690,serie689,Fantasy,2008-05-22
691,serie690,Horror,1993-04-10
692,serie691,Action,1993-09-04
693,serie692,Drama,2011-07-07
694,serie693,Drama,1990-11-10
695,serie694,Fantasy,1998-06-14
696,serie695,Horror,1990-02-09
697,serie696,Historical,1993-04-22
698,serie697,Comedy,2004-07-10
699,serie698,Action,1996-04-03
700,serie699,Horror,2010-04-27
701,serie700,Crime,1993-04-11
702,serie701,Fantasy,1993-10-16
703,serie702,Crime,1997-12-27
704,serie703,Drama,2012-04-15
705,serie704,Horror,1992-04-25
706,serie705,Action,1992-11-28
707,serie706,Fantasy,2003-04-26
708,serie707,Fantasy,2013-03-22
709,serie708,Fantasy,2012-12-16
710,serie709,Historical,1997-10-12
711,serie710,Action,1991-02-12
712,serie711,Horror,2014-01-20
713,serie712,Crime,2003-01-18
714,serie713,Horror,2016-03-14
715,serie714,Adventure,2012-05-19
716,serie715,Horror,2003-03-19
717,serie716,Action,2009-10-16
718,serie717,Fantasy,2002-01-23
719,serie718,Crime,2005-01-29
720,serie719,Horror,2009-09-13
721,serie720,Drama,2004-09-26
722,serie721,Horror,2012-10-02
723,serie722,Action,1994-01-15
724,serie723,Action,2010-12-23
725,serie724,Horror,2015-03-13
726,serie725,Adventure,2011-03-11
727,serie726,Drama,2013-08-02
728,serie727,Historical,2016-02-10
729,serie728,Crime,2012-06-27
730,serie729,Adventure,2006-04-05
731,serie730,Historical,2013-10-16
732,serie731,Comedy,1992-04-05
733,serie732,Comedy,2012-11-30
734,serie733,Comedy,1990-06-23
735,serie734,Horror,2014-06-01
736,serie735,Crime,2011-04-17
737,serie736,Horror,2002-04-01
738,serie737,Fantasy,1997-11-05
739,serie738,Fantasy,2009-08-16
740,serie739,Horror,2011-07-22
741,serie740,Adventure,2003-12-31
742,serie741,Crime,2000-01-23
743,serie742,Horror,2015-05-01
744,serie743,Adventure,2014-09-27
745,serie744,Fantasy,1999-07-23
746,serie745,Action,2014-09-16
747,serie746,Drama,2006-08-30
748,serie747,Action,2003-10-23
749,serie748,Action,2008-06-25
750,serie749,Adventure,1995-11-28
751,serie750,Action,1994-07-06
752,serie751,Drama,1999-02-19
753,serie752,Comedy,1999-04-03
754,serie753,Crime,2001-05-17
755,serie754,Historical,1990-03-21
756,serie755,Adventure,2014-04-25
757,serie756,Action,2006-02-12
758,serie757,Drama,2006-10-20
759,serie758,Crime,1990-09-24
760,serie759,Comedy,1992-03-25
761,serie760,Adventure,2009-10-06
762,serie761,Crime,2001-04-14
763,serie762,Comedy,2008-08-09
764,serie763,Fantasy,1999-08-29
765,serie764,Horror,1993-03-03
766,serie765,Comedy,1992-05-18
767,serie766,Crime,1997-01-16
768,serie767,Fantasy,2016-09-09
769,serie768,Historical,1998-02-20
770,serie769,Action,2007-08-08
771,serie770,Horror,2016-08-30
772,serie771,Fantasy,2001-07-08
773,serie772,Action,2009-04-11
774,serie773,Action,2016-01-06
775,serie774,Drama,2013-05-09
776,serie775,Adventure,1994-08-08
777,serie776,Adventure,1999-04-01
778,serie777,Historical,2011-11-10
779,serie778,Crime,1992-08-09
780,serie779,Crime,1990-07-16
781,serie780,Horror,2006-04-13
782,serie781,Adventure,1990-10-25
783,serie782,Crime,1995-06-18
784,serie783,Comedy,2006-01-28
785,serie784,Action,2004-03-20
786,serie785,Comedy,2004-11-11
787,serie786,Adventure,2012-03-05
788,serie787,Crime,2015-09-27
789,serie788,Fantasy,1998-10-09
790,serie789,Historical,2002-10-05
791,serie790,Action,2005-01-05
792,serie791,Drama,1998-05-11
793,serie792,Action,2007-05-19
794,serie793,Adventure,2006-04-04
795,serie794,Adventure,1998-05-25
796,serie795,Historical,2000-07-09
797,serie796,Crime,1998-02-23
798,serie797,Comedy,1996-10-07
799,serie798,Crime,2002-10-02
800,serie799,Adventure,1998-10-19
801,serie800,Comedy,2013-09-23
802,serie801,Comedy,2013-09-23
803,serie802,Action,2013-04-12
804,serie803,Historical,2000-02-11
805,serie804,Fantasy,2008-05-22
